TurbID,Day,Wspd,Wdir,Etmp,Patv
1,1,8.02951048951049,-3.4861538461538464,28.077062937062937,120167.98
1,2,6.020486111111111,-0.20923611111111107,27.087777777777777,76116.48
1,3,11.040277777777778,-0.6063194444444444,25.80173611111111,210372.75
1,4,9.99625,-0.37201388888888887,26.940694444444446,171348.67
1,5,9.697916666666666,0.9718055555555556,27.419722222222223,173243.58
1,6,4.202013888888889,-11.335902777777779,22.75743055555556,42400.04
1,7,3.0089583333333336,17.986041666666665,17.858333333333334,15874.58
1,8,4.551666666666666,-0.47888888888888875,18.363333333333333,37966.21
1,9,4.161388888888889,23.750138888888888,19.27381944444444,870.12
1,10,8.715277777777779,-15.716597222222223,18.473333333333333,22727.61
1,11,10.821958041958041,-0.09034965034965034,21.206433566433567,199815.5
1,12,5.412083333333333,1.5414583333333332,25.105833333333333,71900.95
1,13,3.307847222222222,9.646388888888888,26.503680555555558,32713.670000000002
1,14,5.118472222222222,7.750833333333334,27.373472222222222,69842.44
1,15,4.024236111111112,-0.13465277777777784,9.673541666666667,32526.76
1,16,3.2125000000000004,9.894166666666667,30.70340277777778,22692.14
1,17,12.926250000000001,-1.0334722222222221,31.60173611111111,206998.95
1,18,13.32951388888889,0.5568055555555556,27.39263888888889,219199.16
1,19,9.254861111111111,0.45180555555555557,28.523958333333333,163171.97
1,20,5.798958333333333,0.5619444444444445,31.188402777777778,70731.44
1,21,5.37027972027972,-2.6665734265734264,31.908181818181816,64527.08
1,22,5.859930555555556,-1.4406944444444445,27.080694444444443,80102.42
1,23,5.267986111111111,-1.6469444444444445,24.528125000000003,59393.94
1,24,5.231597222222223,6.138472222222223,18.556805555555556,52559.67
1,25,4.538125,5.588958333333333,19.606319444444445,47462.36
1,26,5.498461538461538,-1.896013986013986,19.08937062937063,75055.68
1,27,4.9,-5.591388888888889,23.843819444444446,64206.95
1,28,6.189583333333333,2.174444444444444,27.255902777777777,96381.81
1,29,7.345694444444444,0.009305555555555548,22.82138888888889,121644.11
1,30,2.8203472222222223,6.0834722222222215,26.74548611111111,17868.12
1,31,5.791830985915493,7.053521126760564,26.51661971830986,86839.36
1,32,2.948041958041958,1.2004195804195803,29.79055944055944,18790.25
1,33,2.796338028169014,11.730774647887324,32.095140845070425,14157.66
1,34,3.8086111111111114,-15.929236111111111,32.82604166666667,36964.12
1,35,3.1284027777777776,5.999375,33.79423611111111,23154.35
1,36,3.992013888888889,-2.4207638888888887,34.075,36359.35
1,37,7.574583333333333,0.5805555555555556,32.56659722222222,117639.82
1,38,3.8713194444444445,-8.554444444444444,24.875,43479.56
1,39,3.634166666666667,4.827430555555555,25.24076388888889,32390.46
1,40,2.315208333333333,7.427499999999999,29.673958333333335,8270.1
1,41,5.1056944444444445,6.201388888888889,28.635277777777773,55937.39
1,42,5.070769230769231,3.455804195804196,30.13013986013986,52358.49
1,43,6.819930555555556,-2.7265972222222223,27.31375,101454.35
1,44,7.222083333333334,3.635486111111111,29.35715277777778,117433.97
1,45,6.742916666666667,-0.8443055555555555,31.69826388888889,101682.7
1,46,2.2495833333333333,-16.587569444444444,31.411527777777778,5297.31
1,47,3.3569444444444443,8.638472222222223,32.28916666666667,20687.76
1,48,3.689027777777778,0.5869444444444444,33.63444444444444,25866.739999999998
1,49,4.026041666666667,1.4109027777777776,34.69909722222222,35290.89
1,50,5.9274305555555555,-0.46791666666666665,35.91833333333333,72914.04
1,51,5.786111111111111,-0.5046527777777778,34.750347222222224,71806.25
1,52,5.727342657342657,4.784965034965035,29.124405594405594,71394.61
1,53,4.492152777777778,2.687013888888889,28.394166666666663,48574.81
1,54,6.449722222222222,3.1599999999999997,32.89145833333333,93925.65
1,55,3.7095138888888886,2.903541666666667,32.704375,29572.71
1,56,6.256944444444445,1.9721527777777779,34.24861111111111,89470.93
1,57,11.815972222222221,0.38159722222222225,31.339444444444446,185652.75
1,58,6.005138888888889,-0.3818055555555555,24.019861111111112,82371.44
1,59,3.471388888888889,12.404166666666667,30.03326388888889,29108.62
1,60,10.442777777777778,0.15791666666666665,32.855069444444446,131872.91
